investor_id,firm,score,max_score,status,missing_fields,partner_count,portfolio_company_count,website,source_url,focus_sectors,investment_stage,geography,contact_links,updated_at
270,Thomas H. Lee Partners,5,7,usable,partners; portfolio_companies,0,0,https://thl.com,https://thl.com/automation,Artificial Intelligence,Series A; Seed,United States,https://thl.com/disclaimer/,2026-05-28T05:30:25.450560
237,Thrive Capital,6,7,strong,partners,0,3,https://thrivecap.com,https://earthianai.com/realtime-venture-capital-leaderboard,Artificial Intelligence,Seed; Series A,Global,https://thrivecap.com/contact,2026-05-27T09:34:31.302994
271,Tickertape Ventures,4,7,usable,investment_stage; partners; portfolio_companies,0,0,https://tickertape.in,https://tickertape.in/stocks/collections/ai-stocks,Artificial Intelligence,,India; United States,https://www.tickertape.in,2026-05-27T09:35:27.503150
361,Tin Men Capital,5,7,usable,partners; portfolio_companies,0,0,https://tinmen.asia,https://tinmen.asia,B2B SaaS,Series A,Southeast Asia,https://tinmen.asia/contact/founders; https://tinmen.asia/contact/investors; https://tinmen.asia/contact#wf-form-Contact-Us-Form; mailto:hello@tinmen.asia?subject=General%20Inquiry; https://www.linkedin.com/company/tinmencapital/,2026-05-27T09:54:45.433592
198,TinySeed,6,7,strong,portfolio_companies,2,0,https://tinyseed.com,https://tinyseed.com/thesis,B2B SaaS,Seed,Global; India; United States; Europe,"{'type': 'LinkedIn', 'url': 'https://www.linkedin.com/company/tinyseed/'}; {'type': 'Twitter', 'url': 'https://twitter.com/tinyseed'}; https://tinyseed.com/home; https://robwalling.com/; http://discretioncapital.com/",2026-05-27T09:54:45.695771
199,Top Startups,5,7,usable,partners; portfolio_companies,0,0,https://topstartups.io,https://topstartups.io,B2B SaaS; Artificial Intelligence,Series A; Seed,India; United States,https://topstartups.substack.com/; https://topstartups.io/startup-salary-equity-database/; https://topstartups.io/jobs/; https://airtable.com/shrxE33nk4Qfzx2K9,2026-05-27T09:35:28.261144
272,Tracxn,6,7,strong,partners,0,1,https://tracxn.com,https://tracxn.com/d/sectors/voice-ai/__ooDO2Zv7I7Lr6Wb6_VbfEVpA8rhLHYzpKzl-EEZFlGw,Artificial Intelligence; B2B SaaS; Voice AI,Series A; Seed,India; United States,https://tracxn.com; mailto:hi@tracxn.com; https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Ftracxn.com%2Fd%2Fexplore%2Fsaas-startups-in-india%2F__tiPN56JiWzxgJ8waREJOEFNqn9n0tsWv5RLE38yWlW0; https://twitter.com/intent/tweet?url=https%3A%2F%2Ftracxn.com%2Fd%2Fexplore%2Fsaas-startups-in-india%2F__tiPN56JiWzxgJ8waREJOEFNqn9n0tsWv5RLE38yWlW0; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Ftracxn.com%2Fd%2Fexplore%2Fsaas-startups-in-india%2F__tiPN56JiWzxgJ8waREJOEFNqn9n0tsWv5RLE38yWlW0; mailto:?subject=Top%20SaaS%20startup%20profiles%20in%20India%20on%20Tracxn&body=Hi!%0D%0A%0D%0AI%20would%20like%20you%20to%20take%20a%20look%20at%20these%20top%20SaaS%20startup%20profiles%20in%20India%20I%20found%20on%20Tracxn%20:%20https://tracxn.com/d/explore/saas-startups-in-india/__tiPN56JiWzxgJ8waREJOEFNqn9n0tsWv5RLE38yWlW0; https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Ftracxn.com%2Fd%2Fsectors%2Fvoice-ai%2F__ooDO2Zv7I7Lr6Wb6_VbfEVpA8rhLHYzpKzl-EEZFlGw; https://twitter.com/intent/tweet?url=https%3A%2F%2Ftracxn.com%2Fd%2Fsectors%2Fvoice-ai%2F__ooDO2Zv7I7Lr6Wb6_VbfEVpA8rhLHYzpKzl-EEZFlGw; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Ftracxn.com%2Fd%2Fsectors%2Fvoice-ai%2F__ooDO2Zv7I7Lr6Wb6_VbfEVpA8rhLHYzpKzl-EEZFlGw; mailto:?subject=Voice%20AI%20Company%20profile%20on%20Tracxn&body=Hi!%0D%0A%0D%0AI%20would%20like%20you%20to%20take%20a%20look%20at%20this%20Company%20profile%20I%20found%20on%20Tracxn%20:%20https://tracxn.com/d/sectors/voice-ai/__ooDO2Zv7I7Lr6Wb6_VbfEVpA8rhLHYzpKzl-EEZFlGw,2026-05-27T09:54:46.728523
200,Tribal VC,4,7,usable,partners; portfolio_companies; contact_links,0,0,https://angel.co/tribal-vc/,,B2B SaaS,Seed; Series A,Europe,,2026-05-26T07:15:08.349019
362,Twin Ventures,5,7,usable,partners; portfolio_companies,0,0,https://twin.vc,https://twin.vc,Artificial Intelligence,Seed; Series A,Global,https://www.linkedin.com/in/snehalshinde/; https://www.linkedin.com/in/swapnilshinde/,2026-05-27T09:54:46.966855
201,Udharaa,5,7,usable,partners; portfolio_companies,0,0,https://udharaa.com/,https://udharaa.com/ai-investors-in-india,Artificial Intelligence,Series B; Pre-Seed; Series A; Growth Stage; Seed,India,https://www.udharaa.com/contact#main-content; https://udharaa.com/about#main-content; https://udharaa.com/companies#main-content,2026-05-26T07:15:09.142886
202,Udharaa Intelligence,4,7,usable,investment_stage; partners; portfolio_companies,0,0,https://udharaa.com,https://udharaa.com/ai-investors-in-india,Artificial Intelligence,,India,https://www.udharaa.com/udharaa-intelligence,2026-05-27T09:35:29.562201
203,Uncapped,6,7,strong,partners,0,5,https://weareuncapped.com,https://weareuncapped.com/blog/saas-funding,B2B SaaS,Series A; Seed; Growth Stage,Global,https://uncapped.partnerstack.com/?group=embeddedpartners; https://uncapped.notion.site/uncapped-partners-api-overview,2026-05-27T09:35:33.156492
204,Uncork Capital,5,7,usable,geography; partners,0,2,https://uncorkcapital.com/,,B2B SaaS,Seed,,https://uncorkcapital.com/contact/,2026-05-27T06:01:49.559963
205,Unusual Ventures,7,7,strong,,13,1,https://unusual.vc,https://rime.ai/resources/seed,Voice AI; B2B SaaS; Enterprise AI,Seed,Global,https://twitter.com/unusualvc; https://www.linkedin.com/company/unusual-ventures/,2026-05-27T09:54:27.568288
206,Urban Capital Network,6,7,strong,portfolio_companies,1,0,https://urbancapitalnetwork.com,https://urbancapitalnetwork.com/team,B2B SaaS,Seed,United States,https://twitter.com/urbancapitaln; https://www.linkedin.com/company/urbancapitalnetwork/; https://urbancapitalnetwork.com/team; https://www.linkedin.com/in/lennysaizan/,2026-05-27T11:16:48.722386
207,ValueStream Ventures,5,7,usable,partners; portfolio_companies,0,0,https://www.valuestreamventures.com/,,B2B SaaS,Series A,United States,https://www.linkedin.com/company/valuestream-ventures,2026-05-27T06:01:49.559963
208,VCSheet,5,7,usable,partners; portfolio_companies,0,0,https://www.vcsheet.com/,https://vcsheet.com/funds,Artificial Intelligence; B2B SaaS,Series A; Seed,India; United States; Europe,https://www.cloudflare.com/privacypolicy/; https://challenges.cloudflare.com/cdn-cgi/challenge-platform/help; https://www.vcsheet.com/fun-raising-signup; https://www.vcsheet.com/companies#; https://www.blackflag.vc/; https://www.deepchecks.vc/,2026-05-26T07:15:12.235481
209,Vector,5,7,usable,partners; portfolio_companies,0,0,https://www.vector.co,https://affinity.co/guides/vc-ai-tools,Artificial Intelligence,Seed,United States,https://www.vector.co/legal/privacy,2026-05-27T09:34:09.520965
363,Venn,5,7,usable,partners; portfolio_companies,0,0,https://venn.ca,https://venn.ca/resources/top-10-vc-firms-in-canada-2026-guide-for-founders,Artificial Intelligence; B2B SaaS,Seed; Series A,Europe,https://www.linkedin.com/company/vennca/; https://twitter.com/venncanada; https://www.instagram.com/tryvault/,2026-05-27T09:54:48.261392
364,Venture Capital Careers,5,7,usable,partners; portfolio_companies,0,0,https://venturecapitalcareers.com/,https://venturecapitalcareers.com/companies/markets/enterprise-saas-and-workflow-automation,B2B SaaS,Seed,United States; Europe,https://venturecapitalcareers.com/auth/sign-in; https://venturecapitalcareers.com/post; https://venturecapitalcareers.com/auth/join; https://venturecapitalcareers.com/; https://venturecapitalcareers.com/jobs,2026-05-27T09:54:48.510261
210,Venture Capital Journal,5,7,usable,partners; portfolio_companies,0,0,https://venturecapitaljournal.com,https://venturecapitaljournal.com/team/partners,B2B SaaS; Artificial Intelligence,Seed,India; United States; Europe,https://www.linkedin.com/showcase/venture-capital-journal/; https://twitter.com/vcjournal; https://venturecapitaljournal.com/partners; https://venturecapitaljournal.com/people,2026-05-27T08:37:58.137743
211,Vestbee,5,7,usable,partners; portfolio_companies,0,0,https://vestbee.com,https://vestbee.com/insights/articles/vc-funds-investing-in-ai-startups,Artificial Intelligence; B2B SaaS,Series A; Seed,India; Europe,https://www.vestbee.com/summer-pitch-cee; https://vestbee.com/summer-pitch-cee,2026-05-27T09:54:49.259254
212,Vidrio,3,7,thin,investment_stage; geography; partners; portfolio_companies,0,0,https://www.vidrio.com,https://www.vidrio.com/team,Artificial Intelligence,,,https://twitter.com/vidrio; https://www.vidrio.com/contact; https://www.linkedin.com/company/vidrio/; https://www.vidrio.com/meet-the-team; https://www.vidrio.com/subscribe,2026-05-28T05:30:39.170980
213,Visible,6,7,strong,partners,0,2,https://visible.vc,https://visible.vc/blog/top-venture-capitalists-southeast-asia,B2B SaaS; Artificial Intelligence,Series A; Seed; Growth Stage; Series B,Global; India; United States,https://apply.visible.vc/; https://connect.visible.vc/; https://visible.vc/contact; https://connect.visible.vc/investors,2026-05-27T09:54:49.467365
214,Visible VC,5,7,usable,partners; contact_links,0,25,https://visible.vc,,B2B SaaS,Growth Stage; Series A; Seed; Series B,Global,,2026-05-26T07:15:13.339592
215,Visible Ventures,4,7,usable,focus_sectors; investment_stage; portfolio_companies,1,0,https://visible.vc/,https://visible.vc/portfolio,,,United States,https://visible.vc/; https://app.visible.vc/,2026-05-28T05:30:56.386197
227,Vista Equity Partners,5,7,usable,investment_stage; portfolio_companies,6,0,https://www.vistaequitypartners.com,https://vistaequitypartners.com/insights/empowering-innovation-how-our-enterprise-software-portfolio-is-thinking-about-ai,Artificial Intelligence; B2B SaaS,,Global,https://www.vistaequitypartners.com/about/team/rachel-arnold/; https://www.vistaequitypartners.com/about/team/michael-fosnaugh/; https://www.vistaequitypartners.com/about/team/jim-hickey/; https://www.vistaequitypartners.com/about/team/monti-saroya/; https://www.vistaequitypartners.com/about/team/patrick-severson/; https://www.vistaequitypartners.com/about/team/martin-taylor/,2026-05-27T09:35:32.052539
216,VoAgents,6,7,strong,partners,0,3,https://blog.voagents.ai,https://blog.voagents.ai/voice-ai-investment/voice-ai-investment-landscape-whos-betting-big-why,Voice AI,Seed,Global,https://blog.voagents.ai/contact,2026-05-27T09:34:18.728636
217,Voice AI,6,7,strong,partners,0,1,www.voice.ai,,Artificial Intelligence,Seed,United States,https://twitter.com/TryVoiceAI; https://www.linkedin.com/company/voice-ai,2026-05-26T07:15:19.299060
275,Voice AI Space,5,7,usable,partners; portfolio_companies,0,0,https://www.voiceaispace.com/,https://voiceaispace.com/investors,Voice AI,Series A; Seed,India; United States; Europe,https://www.voiceaispace.com/investors; https://events.voiceaispace.com/,2026-05-27T09:35:32.646312
218,Wamda Capital,6,7,strong,partners,0,2,https://wamda.com,https://wamda.com/2025/07/sawt-raises-1-million-transform-voice-based-customer-service,B2B SaaS; Artificial Intelligence,Growth Stage; Series A; Seed,Middle East; North Africa,https://wamda.com/about; https://www.wamda.com/contact/; https://www.linkedin.com/company/wamda-capital/; https://twitter.com/wamda_capital,2026-05-27T09:35:32.828886
276,Waveup,4,7,usable,geography; partners; portfolio_companies,0,0,https://waveup.com,https://waveup.com/blog/top-investors-vc-firms-dubai,B2B SaaS; Artificial Intelligence,Series A; Seed,,https://waveup.com/partners#partnersContactForm,2026-05-28T05:22:32.871266
244,We Founder Circle,6,7,strong,partners,0,2,https://www.wefoundercircle.com,https://gritt.io/search-for-investors/top-artificial-intelligence-india-investors,B2B SaaS; Artificial Intelligence,Series A; Seed,India; Global,https://www.wefoundercircle.com/contact; https://www.linkedin.com/company/wefoundercircle; https://twitter.com/wefoundercircle,2026-05-27T09:34:43.796482
277,WebStreet Capital,5,7,usable,investment_stage; portfolio_companies,2,0,https://webstreet.co,https://webstreet.co/insights/why-saas-investment-could-be-the-future-of-investing,B2B SaaS,,Global; India; United States,https://webstreet.co/?utm_campaign=investors&utm_medium=post&utm_source=organic-search&utm_content=insights; https://webstreet.co/investors; https://webstreet.co/about; https://webstreet.co/; mailto:contact@webstreet.co; https://webstreet.co/contact; https://webstreet.co/#visual-1; https://webstreet.co/#visual-2; https://webstreet.co/#visual-3,2026-05-27T09:35:33.676487
219,Wefunder,5,7,usable,partners; portfolio_companies,0,0,https://www.wefunder.com/,,B2B SaaS; Artificial Intelligence,Series A; Seed; Series B,United States,https://www.wefunder.com/contact,2026-05-26T07:15:19.991694
220,Work-Bench,6,7,strong,partners,0,2,https://www.work-bench.com/,https://rho.co/blog/vcs-in-saas,B2B SaaS,Seed,United States; Europe,https://www.linkedin.com/company/work-bench/; https://twitter.com/workbenchvc,2026-05-27T09:54:26.901134
278,WOWS Global,4,7,usable,partners; portfolio_companies; contact_links,0,0,https://wowsglobal.com,https://wowsglobal.com/resources/blogs-insights/a-guide-to-southeast-asias-most-active-vcs,B2B SaaS; Artificial Intelligence,Series A; Seed,United States,,2026-05-27T09:35:33.833171
365,Xendit,5,7,usable,partners; portfolio_companies,0,0,https://xendit.co,https://xendit.co/en/blog/how-to-get-funded-in-southeast-asia-in-2025-a-guide-for-startup-founders,B2B SaaS,Seed; Series A,United States,https://xendit.co/en/contact/contact-sales,2026-05-27T09:54:50.038040
221,Y Combinator,7,7,strong,,5,4,https://ycombinator.com,https://ycombinator.com/companies/industry/saas/india,Artificial Intelligence; B2B SaaS,Seed; Pre-Seed,India; United States; Europe; United Kingdom; Canada; Israel; Global,https://www.ycombinator.com/people/garry-tan; https://www.ycombinator.com/people/gustaf-alstromer; https://www.ycombinator.com/people/harshita-arora; https://www.ycombinator.com/people/tom-blomfield; https://www.ycombinator.com/people/tyler-bosmeny; https://www.ycombinator.com/people/nicolas-dessaigne; https://www.ycombinator.com/; https://www.ycombinator.com/companies; https://www.ycombinator.com/companies/scale-ai; https://www.ycombinator.com/companies/podium; https://www.ycombinator.com/companies/checkr; https://www.ycombinator.com/companies/twolabs; https://ycombinator.com/people; https://ycombinator.com/people/garry-tan; https://ycombinator.com/people/gustaf-alstromer; https://ycombinator.com/people/harshita-arora; https://ycombinator.com/people/tom-blomfield; https://ycombinator.com/people/tyler-bosmeny; https://ycombinator.com/people/nicolas-dessaigne,2026-05-27T09:54:51.509645
222,Yali,6,7,strong,partners,0,3,https://yali.vc,https://yali.vc,Artificial Intelligence,Series A; Seed; Growth Stage; Series B,India,https://yali.vc/leadership; https://yali.vc/companies; https://yali.vc; https://yali.vc/investments; https://yali.vc/investments/robotics/perceptyne-robotics/; https://yali.vc/investments/life-sciences/4basecare/; https://yali.vc/investments/fabless-semiconductor/c2i/,2026-05-27T08:34:22.922252
223,Yali Ventures,6,7,strong,partners,0,3,https://yali.vc,https://yali.vc,Artificial Intelligence,Series A,India,https://yali.vc/investments; https://yali.vc/investments/robotics/perceptyne-robotics/; https://yali.vc/investments/life-sciences/4basecare/; https://yali.vc/investments/fabless-semiconductor/c2i/; mailto:pitch@yali.vc; mailto:press@yali.vc; https://yali.vc/partners; https://yali.vc; https://yali.vc/investments/artificial-intelligence/pointai/,2026-05-27T09:35:34.158346
224,York IE,5,7,usable,partners; portfolio_companies,0,0,https://york.ie,https://york.ie/blog/how-to-get-saas-startup-funding,B2B SaaS,Series A; Seed,Global; United States,https://york.ie/about/#leadership-sec; https://york.ie/people; https://york.ie/investors,2026-05-27T09:54:52.040106
366,YourStory Media,5,7,usable,partners; portfolio_companies,0,0,https://yourstory.com,https://yourstory.com/ai-story/gnani-ai-bags-10-million-in-series-b-funding-round,Artificial Intelligence; B2B SaaS,Seed,India,mailto:shradha@yourstory.com; https://www.instagram.com/yourstory_com/,2026-05-27T09:54:52.262239
225,Zive,4,7,usable,partners; portfolio_companies; contact_links,0,0,https://www.zive.ai/,,Artificial Intelligence,Seed,Global,,2026-05-27T06:01:49.559963
226,Zuora,4,7,usable,investment_stage; geography; partners,0,4,https://www.zuora.com,https://www.zuora.com/team,B2B SaaS,,,https://twitter.com/zuora; https://www.linkedin.com/company/zuora/; https://www.zuora.com/contact/; https://www.zuora.com/team; https://www.zuora.com/about/become-a-partner/,2026-05-28T05:31:24.945529
